mcarm_5,mcarm_12,mcarm_3,mcarm_9,mcarm_20,mcarm_21,mcarm_11,mcarm_8,mcarm_2,mcarm_6,mcarm_19,mcarm_16,mcarm_10,mcarm_1,mcarm_13,mcarm_4,mcarm_14,mcarm_18,mcarm_17,mcarm_7,mcarm_15,mcarm_purpose_connection,mcarm_help_seeking,mcarm_beliefs_about_civilians,mcarm_resentment_regret,mcarm_regimentation,mcarm_total,wis_interdependent_11,wis_private_1,wis_family_19,wis_private_4,wis_skills_30,wis_connection_15,wis_private_5,wis_centrality_24,wis_private_7,wis_connection_17,wis_skills_31,wis_interdependent_10,wis_private_2,wis_private_6,wis_public_28,wis_public_27,wis_interdependent_12,wis_family_18,wis_public_26,wis_interdependent_9,wis_skills_29,wis_family_20,wis_centrality_23,wis_centrality_21,wis_interdependent_13,wis_centrality_22,wis_interdependent_8,wis_connection_16,wis_public_25,wis_interdependent_14,wis_private_3,wis_private_regard_total,wis_interdependent_total,wis_connection_total,wis_family_total,wis_centrality_total,wis_public_regard_total,wis_skills_total,wis_total,race_asian,race_native,race_black,race_latino,race_mena,race_pacific,race_white,race_other,race_multiple,race,rank_e1_e3,rank_e4_e6,rank_e7_e9,rank_w1_cw5,rank_o1_o3,rank_o4_o6,sex,sex_4_TEXT,sexual_orientation,sexual_orientation_6_TEXT,sex_female,sex_male,sex_nonbinary,sex_other,sexual_orientation_straight,sexual_orientation_gay,sexual_orientation_bi,sexual_orientation_other,service_era_post_wwii,service_era_korea,service_era_cold_war,service_era_vietnam,service_era_persian_gulf,service_era_post_911,service_era_multiple,service_era,military_exp_combat,military_exp_noncombat,military_exp_support,military_exp_peacekeeping,military_exp_total,military_exp_none,military_exp_any,branch_air_force,branch_army,branch_coast_guard,branch_marines,branch_navy,branch_space_force,branch_public_health,branch_none,branch_multiple,branch,discharge_reason,discharge_other,discharge_medical,discharge_unexpected,disability,disability_percent,enlisted,n_deploy,age_range,education,employment,marital,years_service,years_separation,pc_ptsd_positive_screen,mios_screener,years_of_age
5,5,5,3,4,5,2,4,5,5,5,5,5,5,3,3,5,3,5,5,5,28,17,10,15,22,92,2,4,3,3,3,4,4,3,4,4,3,3,4,4,4,4,3,3,3,3,4,2,3,3,4,4,3,3,3,3,4,27,21,11,8,13,14,10,104,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,2,"(64.5,74.5]",Associates degree,Retired,Married,6,39,0,0,67
5,3,5,3,2,4,3,3,4,5,2,3,1,4,3,4,3,2,3,1,3,27,8,9,9,13,66,3,3,1,3,2,3,3,2,4,2,1,2,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,3,22,18,8,6,8,9,6,77,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,2,"(74.5,100]",Some college,Retired,Divorced,4,49,0,0,75
5,5,3,4,1,5,1,1,4,5,1,5,4,4,2,4,4,5,2,4,5,25,13,8,14,14,74,2,4,1,3,4,4,4,3,4,4,3,3,4,4,3,3,4,3,3,2,1,1,4,4,2,4,4,3,3,3,4,27,20,11,5,15,12,8,98,0,0,0,0,0,0,0,1,0,"Some other race, ethnicity, or origin",0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,0,"(54.5,64.5]",Some college,Retired,Married,4,40,0,0,63
5,5,5,5,4,5,2,3,5,4,2,5,4,4,3,5,4,3,5,4,5,28,16,10,14,19,87,3,3,2,3,2,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,23,21,11,7,13,12,6,93,0,0,0,1,0,0,0,0,0,"Hispanic, Latino, or Spanish origin",0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,6,53,0,0,76
5,5,5,4,4,4,3,4,5,5,4,5,5,4,4,5,5,4,5,5,5,29,18,12,15,21,95,3,4,2,3,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,4,4,3,3,26,21,11,8,12,15,9,102,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",Bachelors degree,Retired,Never married,21,30,0,0,70
5,2,5,1,4,4,1,1,3,2,2,5,5,4,3,3,2,1,3,3,3,22,10,6,10,14,62,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,4,4,3,4,2,4,3,3,4,28,23,12,10,16,13,10,112,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,3,50,0,0,76
5,5,5,2,3,5,5,3,4,4,3,5,4,4,5,4,2,5,5,3,5,26,12,15,12,21,86,1,4,1,3,3,4,4,2,4,4,1,1,3,3,3,3,3,2,3,2,3,1,4,4,1,2,2,3,3,3,3,24,13,11,4,12,12,7,83,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Multiple,Service Completed,0,0,0,0,0,1,2,"(64.5,74.5]",Associates degree,Retired,Married,5,50,0,0,72
5,3,4,2,3,4,2,3,4,4,4,5,4,5,3,4,2,4,4,3,4,26,12,8,11,19,76,3,4,2,4,1,3,4,2,4,3,2,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,28,22,9,8,11,12,7,97,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,1,0,1,1,"(74.5,100]",Bachelors degree,Part Time,Married,6,53,0,0,82
5,5,5,4,5,5,2,4,5,5,2,5,4,5,5,5,3,4,5,5,5,30,17,12,13,21,93,2,4,2,3,2,4,4,2,4,4,2,2,4,4,3,3,2,2,3,2,4,2,3,2,2,3,1,3,3,2,3,26,13,11,6,10,12,8,86,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,4,52,0,0,78
2,5,4,1,4,5,3,4,5,5,3,5,5,5,5,3,5,4,5,4,5,24,14,13,15,21,87,1,4,2,4,3,3,4,2,4,4,3,2,4,4,4,3,3,3,3,2,4,2,4,4,2,3,2,4,3,3,4,28,15,11,7,13,13,10,97,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,1,0,"(64.5,74.5]",Some college,Retired,Widowed,3,46,0,0,71
5,5,5,2,3,4,4,4,5,5,2,5,5,5,5,5,1,2,5,4,5,30,15,14,11,16,86,2,4,3,3,3,4,4,2,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,2,4,2,4,3,4,4,27,19,12,9,13,13,9,102,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,Cold War,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,0,2,"(64.5,74.5]",Masters degree,Retired,Married,30,20,0,0,72
5,2,4,3,3,4,2,3,4,5,3,5,5,5,3,4,1,3,4,4,3,27,15,7,9,17,75,3,3,1,3,2,3,3,2,4,3,2,3,3,3,2,2,4,3,2,3,3,2,3,3,2,3,2,3,2,3,3,22,20,9,6,11,8,7,83,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(74.5,100]",Bachelors degree,Retired,Married,2,55,0,1,81
5,5,5,5,4,5,3,4,5,4,4,5,5,5,3,4,4,4,4,5,3,28,19,11,12,21,91,3,4,2,4,3,3,4,2,4,4,2,3,4,4,3,3,4,3,3,3,4,3,4,4,2,4,3,4,3,4,4,28,22,11,8,14,12,9,104,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,0,0,1,2,"(64.5,74.5]",Bachelors degree,Retired,Married,3,50,0,0,72
5,5,5,4,4,5,3,5,5,4,2,5,5,5,3,5,2,4,5,5,5,29,19,11,12,20,91,1,4,1,4,4,4,4,1,4,4,1,1,4,4,3,4,4,3,3,2,4,4,3,1,4,4,2,4,3,4,4,28,18,12,8,9,13,9,97,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Voluntary Discharge,0,0,0,1,0.1,0,11,"(74.5,100]",Masters degree,Retired,Widowed,21,37,0,0,77
5,4,5,2,3,5,2,3,4,5,2,5,4,4,3,4,2,2,5,3,5,27,12,9,12,17,77,2,3,1,3,2,3,4,2,4,2,2,2,3,3,3,3,3,3,3,4,3,2,3,3,1,3,2,2,3,2,4,24,16,7,6,11,12,7,83,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(64.5,74.5]",Some college,Retired,Widowed,7,45,0,0,71
5,5,4,5,3,3,3,3,4,3,3,5,4,4,3,3,2,4,4,4,5,23,16,11,12,17,79,1,3,2,2,3,3,3,2,4,3,3,1,3,3,2,2,2,2,2,2,3,1,4,1,1,2,1,3,2,2,3,21,10,9,5,9,8,9,71,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,0,10,"(74.5,100]",Applied or professional doctorate,Retired,Married,4,50,0,0,75
5,2,4,2,3,5,3,4,4,5,2,5,3,5,3,4,2,3,5,4,4,27,13,8,11,18,77,1,4,1,3,3,4,4,1,4,3,3,2,4,4,2,3,3,4,3,2,4,3,3,3,2,3,3,3,3,2,3,26,15,10,8,10,11,10,90,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",Bachelors degree,Retired,Married,3,48,0,0,71
5,5,4,5,4,5,3,3,4,3,4,5,4,4,4,4,3,4,2,5,5,24,17,12,13,19,85,2,4,1,4,3,4,4,3,4,4,3,2,4,4,3,4,4,3,4,2,3,3,2,3,3,4,2,4,4,3,4,28,18,12,7,12,15,9,101,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,1,0.4,1,1,"(74.5,100]",Some college,Retired,Widowed,22,35,0,0,77
5,4,4,2,4,2,3,4,5,4,2,5,4,5,3,4,4,3,4,3,2,27,13,10,11,15,76,3,4,2,3,3,2,4,2,4,2,3,2,4,4,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,4,27,19,6,6,10,11,9,88,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Other,1,0,1,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,26,17,0,0,77
4,4,5,2,5,4,1,4,2,4,1,5,4,5,2,2,2,3,5,4,4,22,14,7,11,18,72,1,4,1,4,3,3,4,2,4,4,2,3,4,4,3,4,4,4,4,4,4,3,2,1,1,3,2,3,3,4,4,28,19,10,8,8,14,9,96,0,0,1,0,0,0,0,0,0,Black or African American,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,0,"(34.5,44.5]",Some college,Full Time,Married,5,16,0,0,41
4,4,4,3,4,5,2,3,4,5,2,5,3,4,2,4,3,2,5,4,4,25,13,8,12,18,76,2,4,2,4,2,3,4,2,4,4,3,2,4,4,3,3,4,3,3,2,4,2,3,3,3,3,2,3,3,3,3,27,18,10,7,11,12,9,94,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,0,"(54.5,64.5]",Associates degree,Retired,Married,6,38,0,1,63
5,5,5,5,3,4,2,3,4,4,2,5,5,5,3,4,2,1,5,4,5,27,17,10,12,15,81,1,4,3,4,3,4,4,2,4,4,3,3,4,4,2,2,3,3,2,3,4,3,2,3,3,3,3,3,2,3,4,28,19,11,9,10,8,10,95,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,0,2,"(64.5,74.5]",Masters degree,Part Time,Married,22,32,0,0,74
5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,4,4,4,5,5,5,29,20,14,14,21,98,2,3,1,3,2,4,4,2,4,3,2,1,3,3,3,3,3,3,3,2,3,1,3,3,2,3,2,3,3,2,3,23,14,10,5,11,12,7,82,0,0,1,0,0,0,0,0,0,Black or African American,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",High school diploma or equivalent,Retired,Never married,4,40,0,0,69
5,3,4,2,4,3,2,2,3,4,2,5,4,5,2,5,2,3,5,4,2,26,12,7,9,17,71,2,4,2,4,2,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,4,3,1,3,3,4,4,3,3,4,4,28,22,9,8,11,12,9,99,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,gay,NA,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,1,0,1,1,"(74.5,100]",High school diploma or equivalent,Retired,Divorced,3,53,0,0,76
5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,30,20,15,15,21,101,2,4,2,4,3,4,4,1,4,4,1,1,4,4,4,4,4,3,4,3,4,2,2,3,2,4,2,3,4,4,4,28,18,11,7,10,16,8,98,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Marines,Medical Discharge,0,1,1,0,0,1,0,"(74.5,100]",Bachelors degree,Retired,Married,2,55,0,0,75
5,4,5,2,4,2,2,2,4,4,2,5,4,4,1,5,1,2,5,5,4,27,13,7,10,15,72,3,4,3,3,3,3,4,2,4,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,24,19,8,8,11,12,9,91,0,0,1,0,0,0,0,0,0,Black or African American,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,3,"(64.5,74.5]",High school diploma or equivalent,Retired,Married,15,25,0,0,69
5,5,5,2,2,2,4,2,5,5,2,5,5,5,3,4,2,3,2,4,5,29,13,12,12,11,77,3,4,3,3,3,4,4,3,4,4,3,2,4,4,3,3,3,3,3,3,3,3,4,4,3,3,2,4,3,3,3,26,19,12,9,14,12,9,101,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(54.5,64.5]",Bachelors degree,Full Time,Married,4,15,0,0,64
5,4,4,1,2,5,2,4,4,4,2,5,2,4,3,4,2,2,5,3,4,25,10,9,11,16,71,1,3,2,1,3,3,3,2,4,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,20,17,9,7,9,11,9,82,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Voluntary Discharge,0,0,0,0,0,1,0,"(44.5,54.5]",Some college,Unemployed,Married,6,25,0,1,49
5,5,5,4,4,5,3,3,5,5,4,5,5,5,4,5,4,5,5,4,5,30,16,12,14,23,95,2,4,2,3,2,4,4,2,4,3,3,2,4,4,3,3,3,2,3,2,4,3,3,3,1,3,1,3,3,3,4,27,14,10,7,11,12,9,90,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,0,1,"(74.5,100]",Masters degree,Retired,Married,16,39,0,0,77
2,3,4,2,2,4,3,5,4,4,1,1,4,4,2,3,2,4,2,5,2,21,16,8,5,13,63,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,15,15,6,5,7,8,5,61,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Other,1,0,1,0,0,1,0,"(54.5,64.5]",Associates degree,Unemployed,Married,2,34,0,1,55
5,3,4,2,2,2,2,5,3,3,2,5,5,4,2,3,3,2,2,4,4,22,16,7,12,10,67,3,4,4,4,3,3,2,4,4,4,3,3,3,4,2,2,4,3,3,4,4,3,4,4,3,4,4,4,2,4,4,25,25,11,10,16,9,10,106,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,1,0.3,1,1,"(74.5,100]",Bachelors degree,Retired,Married,6,49,1,1,75
5,4,5,3,2,4,3,4,4,4,3,5,5,5,3,4,2,2,4,4,5,27,16,10,12,15,80,2,3,2,3,2,3,4,2,4,3,2,2,4,4,4,4,4,3,3,3,3,3,3,3,2,3,2,3,3,3,3,25,18,9,8,11,14,7,92,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,2,"(74.5,100]",Some college,Retired,Widowed,6.5,53,0,0,80
5,1,3,1,4,1,1,5,5,4,1,2,5,5,1,3,1,3,5,2,4,25,13,3,7,14,62,2,4,1,4,2,1,4,3,4,3,1,1,3,4,2,2,1,2,2,2,4,1,3,4,1,2,1,2,1,3,3,26,11,6,4,12,7,7,73,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(34.5,44.5]",Associates degree,Full Time,Married,8,7,0,1,35
4,2,2,2,2,3,3,5,3,3,3,4,4,5,4,2,2,3,3,3,3,19,14,9,9,14,65,2,3,1,3,2,3,4,2,3,4,2,2,3,3,2,2,2,3,2,3,3,2,3,3,2,3,2,4,2,3,2,21,16,11,6,11,8,7,80,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,0,0,"(64.5,74.5]",Masters degree,Retired,Married,5,43,0,1,70
3,1,5,2,5,4,2,3,4,5,4,4,5,4,5,5,1,2,3,5,3,26,15,8,8,18,75,4,4,4,4,2,2,3,3,4,4,1,2,4,4,4,4,4,4,4,3,4,3,2,2,3,3,4,3,3,2,3,26,22,9,11,10,15,7,100,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,Public Health Service,Voluntary Discharge,0,0,0,0,0,1,0,"(34.5,44.5]",Bachelors degree,Full Time,Married,3,6,0,1,36
4,2,5,5,4,5,5,5,5,5,2,4,4,5,5,4,4,2,4,5,4,28,19,12,12,17,88,2,3,1,4,3,4,4,2,4,3,4,2,3,3,3,3,2,2,3,2,4,2,3,3,3,3,1,3,3,3,3,24,15,10,5,11,12,11,88,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",Bachelors degree,Retired,Never married,5,37,0,0,68
5,3,2,1,3,5,4,5,4,3,5,2,5,3,2,2,3,3,5,5,2,19,16,9,7,21,72,1,3,1,1,1,1,4,1,4,4,1,3,3,3,2,2,4,3,2,2,3,2,3,3,2,2,2,2,2,4,3,21,18,7,6,9,8,5,74,0,1,0,0,0,0,1,0,1,Multiple,1,0,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Medical Discharge,0,1,1,0,0,1,6,"(34.5,44.5]",Some college,Full Time,Married,2,23,1,1,44
3,4,4,2,3,4,2,4,4,4,3,5,4,4,4,3,4,4,4,4,5,22,14,10,14,18,78,3,3,1,3,3,4,4,2,4,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,23,19,9,7,11,12,7,88,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(64.5,74.5]",Bachelors degree,Part Time,Divorced,4,44,0,0,66
5,5,5,4,5,2,4,4,5,4,4,4,4,5,4,4,2,4,4,5,4,28,17,13,10,19,87,3,3,2,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,3,4,3,2,2,2,3,3,2,3,3,3,3,24,21,10,7,10,12,8,92,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(54.5,64.5]",High school diploma or equivalent,Retired,Divorced,8,28,0,0,64
5,3,5,2,4,5,5,5,5,5,3,5,5,5,3,5,2,5,5,5,3,30,17,11,10,22,90,1,4,2,4,3,4,4,2,4,3,2,1,4,4,3,3,3,3,3,2,3,1,2,3,2,3,2,2,3,3,3,27,14,9,6,10,12,8,86,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,0,0,"(64.5,74.5]",Masters degree,Retired,Married,5,42,0,0,66
5,5,5,5,3,5,2,4,5,5,2,5,5,5,2,5,4,2,5,5,5,30,19,9,14,17,89,1,4,3,4,2,4,4,4,4,4,3,2,4,4,3,3,4,2,3,3,4,3,4,4,4,4,2,4,3,3,4,28,19,12,8,16,12,9,104,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,7,51,0,0,76
3,4,4,2,2,3,2,4,5,5,2,5,5,4,3,4,2,2,5,4,2,25,15,9,9,14,72,3,4,3,3,3,4,4,2,4,4,3,3,4,4,2,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,4,27,20,11,9,11,11,9,98,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Marines,Medical Discharge,0,1,1,0,0,1,0,"(74.5,100]",Associates degree,Retired,Married,2,58,0,0,77
